"","date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"256","2016-03-25","Guatemala","USA",2,0,"FIFA World Cup qualification","Guatemala","Guatemala",FALSE
"257","2016-03-25","Haiti","Panama",0,0,"FIFA World Cup qualification","Port-au-Prince","Haiti",FALSE
"258","2016-03-25","Jamaica","Costa Rica",1,1,"FIFA World Cup qualification","Kingston","Jamaica",FALSE
"259","2016-03-29","Afghanistan","Singapore",2,1,"FIFA World Cup qualification","Teheran","Iran",TRUE
"260","2016-03-29","Argentina","Bolivia",2,0,"FIFA World Cup qualification","Córdoba","Argentina",FALSE
"261","2016-03-29","Australia","Jordan",5,1,"FIFA World Cup qualification","Sydney","Australia",FALSE
"262","2016-03-29","China","Qatar",2,0,"FIFA World Cup qualification","Xi'an","China",FALSE
"263","2016-03-29","Colombia","Ecuador",3,0,"FIFA World Cup qualification","Barranquilla","Colombia",FALSE
"264","2016-03-29","Costa Rica","Jamaica",3,0,"FIFA World Cup qualification","San José","Costa Rica",FALSE
"265","2016-03-29","Honduras","El Salvador",2,0,"FIFA World Cup qualification","San Pedro Sula","Honduras",FALSE
"266","2016-03-29","India","Turkmenistan",1,2,"FIFA World Cup qualification","Kochi","India",FALSE
"267","2016-03-29","Iran","Oman",2,0,"FIFA World Cup qualification","Teheran","Iran",FALSE
"268","2016-03-29","Iraq","Vietnam",1,0,"FIFA World Cup qualification","Teheran","Iran",TRUE
"269","2016-03-29","Japan","Syria",5,0,"FIFA World Cup qualification","Saitama","Japan",FALSE
"270","2016-03-29","Lebanon","Burma",1,1,"FIFA World Cup qualification","Sidon","Lebanon",FALSE
"271","2016-03-29","Maldives","Bhutan",4,2,"FIFA World Cup qualification","Malé","Maldives",FALSE
"272","2016-03-29","Mexico","Canada",2,0,"FIFA World Cup qualification","Mexico City","Mexico",FALSE
"273","2016-03-29","Palestine","East Timor",7,0,"FIFA World Cup qualification","Hebron","Palestine",FALSE
"274","2016-03-29","Panama","Haiti",1,0,"FIFA World Cup qualification","Panama City","Panama",FALSE
"275","2016-03-29","Paraguay","Brazil",2,2,"FIFA World Cup qualification","Asunción","Paraguay",FALSE
"276","2016-03-29","Philippines","Korea DPR",3,2,"FIFA World Cup qualification","Manila","Philippines",FALSE
"277","2016-03-29","Tajikistan","Kyrgyzstan",0,1,"FIFA World Cup qualification","Dushanbe","Tajikistan",FALSE
"278","2016-03-29","United Arab Emirates","Saudi Arabia",1,1,"FIFA World Cup qualification","Abu Dhabi","United Arab Emirates",FALSE
"279","2016-03-29","Uruguay","Peru",1,0,"FIFA World Cup qualification","Montevideo","Uruguay",FALSE
"280","2016-03-29","USA","Guatemala",4,0,"FIFA World Cup qualification","Columbus","USA",FALSE
"281","2016-03-29","Uzbekistan","Bahrain",1,0,"FIFA World Cup qualification","Tashkent","Uzbekistan",FALSE
"282","2016-03-29","Venezuela","Chile",1,4,"FIFA World Cup qualification","Barinas","Venezuela",FALSE
"283","2016-09-01","Argentina","Uruguay",1,0,"FIFA World Cup qualification","Mendoza","Argentina",FALSE
"284","2016-09-01","Australia","Iraq",2,0,"FIFA World Cup qualification","Perth","Australia",FALSE
"285","2016-09-01","Bolivia","Peru",0,3,"FIFA World Cup qualification","La Paz","Bolivia",FALSE
"286","2016-09-01","Colombia","Venezuela",2,0,"FIFA World Cup qualification","Barranquilla","Colombia",FALSE
"287","2016-09-01","Ecuador","Brazil",0,3,"FIFA World Cup qualification","Quito","Ecuador",FALSE
"288","2016-09-01","Iran","Qatar",2,0,"FIFA World Cup qualification","Teheran","Iran",FALSE
"289","2016-09-01","Japan","United Arab Emirates",1,2,"FIFA World Cup qualification","Saitama","Japan",FALSE
"290","2016-09-01","Korea Republic","China",3,2,"FIFA World Cup qualification","Seoul","Korea Republic",FALSE
"291","2016-09-01","Paraguay","Chile",2,1,"FIFA World Cup qualification","Asunción","Paraguay",FALSE
"292","2016-09-01","Saudi Arabia","Thailand",1,0,"FIFA World Cup qualification","Riyadh","Saudi Arabia",FALSE
"293","2016-09-01","Uzbekistan","Syria",1,0,"FIFA World Cup qualification","Tashkent","Uzbekistan",FALSE
"294","2016-09-02","El Salvador","Mexico",1,3,"FIFA World Cup qualification","San Salvador","El Salvador",FALSE
"295","2016-09-02","Haiti","Costa Rica",0,1,"FIFA World Cup qualification","Port-au-Prince","Haiti",FALSE
"296","2016-09-02","Honduras","Canada",2,1,"FIFA World Cup qualification","San Pedro Sula","Honduras",FALSE
"297","2016-09-02","Panama","Jamaica",2,0,"FIFA World Cup qualification","Panama City","Panama",FALSE
"298","2016-09-02","St. Vincent and the Grenadines","USA",0,6,"FIFA World Cup qualification","Kingstown","St. Vincent and the Grenadines",FALSE
"299","2016-09-02","Trinidad and Tobago","Guatemala",2,2,"FIFA World Cup qualification","Port of Spain","Trinidad and Tobago",FALSE
"300","2016-09-04","Czech Republic","Northern Ireland",0,0,"FIFA World Cup qualification","Prague","Czech Republic",FALSE
"301","2016-09-04","Denmark","Armenia",1,0,"FIFA World Cup qualification","Copenhagen","Denmark",FALSE
"302","2016-09-04","Kazakhstan","Poland",2,2,"FIFA World Cup qualification","Astana","Kazakhstan",FALSE
"303","2016-09-04","Lithuania","Slovenia",2,2,"FIFA World Cup qualification","Vilnius","Lithuania",FALSE
"304","2016-09-04","Malta","Scotland",1,5,"FIFA World Cup qualification","Attard","Malta",FALSE
"305","2016-09-04","Norway","Germany",0,3,"FIFA World Cup qualification","Oslo","Norway",FALSE
"306","2016-09-04","Romania","Montenegro",1,1,"FIFA World Cup qualification","Cluj","Romania",FALSE
"307","2016-09-04","San Marino","Azerbaijan",0,1,"FIFA World Cup qualification","Serravalle","San Marino",FALSE
"308","2016-09-04","Slovakia","England",0,1,"FIFA World Cup qualification","Trnava","Slovakia",FALSE
"309","2016-09-05","Albania","Macedonia",2,1,"FIFA World Cup qualification","Shkodër","Albania",FALSE
"310","2016-09-05","Croatia","Turkey",1,1,"FIFA World Cup qualification","Zagreb","Croatia",FALSE
"311","2016-09-05","Finland","Kosovo",1,1,"FIFA World Cup qualification","Turku","Finland",FALSE
"312","2016-09-05","Georgia","Austria",1,2,"FIFA World Cup qualification","Tbilisi","Georgia",FALSE
"313","2016-09-05","Israel","Italy",1,3,"FIFA World Cup qualification","Haifa","Israel",FALSE
"314","2016-09-05","Serbia","Ireland",2,2,"FIFA World Cup qualification","Belgrade","Serbia",FALSE
"315","2016-09-05","Spain","Liechtenstein",8,0,"FIFA World Cup qualification","León","Spain",FALSE
"316","2016-09-05","Ukraine","Iceland",1,1,"FIFA World Cup qualification","Kyïv","Ukraine",FALSE
"317","2016-09-05","Wales","Moldova",4,0,"FIFA World Cup qualification","Cardiff","Wales",FALSE
"318","2016-09-06","Andorra","Latvia",0,1,"FIFA World Cup qualification","Sant Julià de Lòria","Andorra",FALSE
"319","2016-09-06","Belarus","France",0,0,"FIFA World Cup qualification","Barysaw","Belarus",FALSE
"320","2016-09-06","Bosnia-Herzegovina","Estonia",5,0,"FIFA World Cup qualification","Zenica","Bosnia-Herzegovina",FALSE
"321","2016-09-06","Brazil","Colombia",2,1,"FIFA World Cup qualification","Manaus","Brazil",FALSE
"322","2016-09-06","Bulgaria","Luxembourg",4,3,"FIFA World Cup qualification","Sofia","Bulgaria",FALSE
"323","2016-09-06","Canada","El Salvador",3,1,"FIFA World Cup qualification","Vancouver","Canada",FALSE
"324","2016-09-06","Chile","Bolivia",3,0,"FIFA World Cup qualification","Santiago","Chile",FALSE
"325","2016-09-06","China","Iran",0,0,"FIFA World Cup qualification","Shenyang","China",FALSE
"326","2016-09-06","Costa Rica","Panama",3,1,"FIFA World Cup qualification","San José","Costa Rica",FALSE
"327","2016-09-06","Cyprus","Belgium",0,3,"FIFA World Cup qualification","Nicosia","Cyprus",FALSE
"328","2016-09-06","Faroe Islands","Hungary",0,0,"FIFA World Cup qualification","Tórshavn","Faroe Islands",FALSE
"329","2016-09-06","Gibraltar","Greece",1,4,"FIFA World Cup qualification","Faro","Portugal",TRUE
"330","2016-09-06","Iraq","Saudi Arabia",1,2,"FIFA World Cup qualification","Shah Alam","Malaysia",TRUE
"331","2016-09-06","Jamaica","Haiti",0,2,"FIFA World Cup qualification","Kingston","Jamaica",FALSE
"332","2016-09-06","Mexico","Honduras",0,0,"FIFA World Cup qualification","Mexico City","Mexico",FALSE
"333","2016-09-06","Peru","Ecuador",2,1,"FIFA World Cup qualification","Lima","Peru",FALSE
"334","2016-09-06","Qatar","Uzbekistan",0,1,"FIFA World Cup qualification","Doha","Qatar",FALSE
"335","2016-09-06","Sweden","Netherlands",1,1,"FIFA World Cup qualification","Solna","Sweden",FALSE
"336","2016-09-06","Switzerland","Portugal",2,0,"FIFA World Cup qualification","Basel","Switzerland",FALSE
"337","2016-09-06","Syria","Korea Republic",0,0,"FIFA World Cup qualification","Paroi","Malaysia",TRUE
"338","2016-09-06","Thailand","Japan",0,2,"FIFA World Cup qualification","Bangkok","Thailand",FALSE
"339","2016-09-06","United Arab Emirates","Australia",0,1,"FIFA World Cup qualification","Abu Dhabi","United Arab Emirates",FALSE
